"code","iso","country","SPU.ind.1995","SPU.ind.1996","SPU.ind.1997","SPU.ind.1998","SPU.ind.1999","SPU.ind.2000","SPU.ind.2001","SPU.ind.2002","SPU.ind.2003","SPU.ind.2004","SPU.ind.2005","SPU.ind.2006","SPU.ind.2007","SPU.ind.2008","SPU.ind.2009","SPU.ind.2010","SPU.ind.2011","SPU.ind.2012","SPU.ind.2013","SPU.ind.2014","SPU.ind.2015","SPU.ind.2016","SPU.ind.2017","SPU.ind.2018","SPU.ind.2019","SPU.ind.2020","SPU.ind.2021","SPU.ind.2022"
266,"GAB","Gabon",31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778,31.7777777777778
270,"GMB","Gambia",36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667
268,"GEO","Georgia",27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111,27.1111111111111
276,"DEU","Germany",60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
288,"GHA","Ghana",3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111,3.1111111111111
300,"GRC","Greece",25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111,25.1111111111111
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
320,"GTM","Guatemala",18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333,27.3333333333333
624,"GNB","Guinea-Bissau",40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667,40.6666666666667
328,"GUY","Guyana",64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889,64.8888888888889
332,"HTI","Haiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889,20.8888888888889
344,"HKG","Hong Kong",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
348,"HUN","Hungary",32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889,32.8888888888889
352,"ISL","Iceland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
356,"IND","India",45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333
360,"IDN","Indonesia",21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556,21.5555555555556
364,"IRN","Iran",61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556,61.5555555555556
368,"IRQ","Iraq",65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333,65.3333333333333
372,"IRL","Ireland",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
833,"IMN","Isle of Man",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
376,"ISR","Israel",22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667
380,"ITA","Italy",20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667,20.6666666666667
388,"JAM","Jamaica",28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222,28.2222222222222
392,"JPN","Japan",10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889,10.8888888888889
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889,72.8888888888889
398,"KAZ","Kazakhstan",75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333,75.3333333333333
404,"KEN","Kenya",18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222,18.2222222222222
296,"KIR","Kiribati",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
414,"KWT","Kuwait",34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
417,"KGZ","Kyrgyzstan",45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556,45.5555555555556
418,"LAO","Laos",29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111,29.1111111111111
428,"LVA","Latvia",66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
422,"LBN","Lebanon",0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886,0.888888888888886
426,"LSO","Lesotho",63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556,63.5555555555556
430,"LBR","Liberia",18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667
434,"LBY","Libya",62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
438,"LIE","Liechtenstein",17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111,17.1111111111111
440,"LTU","Lithuania",67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111,67.1111111111111
442,"LUX","Luxembourg",69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556,69.5555555555556
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333
454,"MWI","Malawi",34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444
458,"MYS","Malaysia",17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556,17.5555555555556
462,"MDV","Maldives",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
466,"MLI","Mali",18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
470,"MLT","Malta",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
584,"MHL","Marshall Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
478,"MRT","Mauritania",14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667
480,"MUS","Mauritius",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
484,"MEX","Mexico",62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444,62.4444444444444
583,"FSM","Micronesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
498,"MDA","Moldova",21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111,21.1111111111111
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
496,"MNG","Mongolia",30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
499,"MNE","Montenegro",50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222,50.2222222222222
504,"MAR","Morocco",59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111,59.1111111111111
508,"MOZ","Mozambique",26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444,26.4444444444444
104,"MMR","Myanmar",32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222,32.2222222222222
516,"NAM","Namibia",18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
520,"NRU","Nauru",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
524,"NPL","Nepal",8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444,8.44444444444444
528,"NLD","Netherlands",18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667
540,"NCL","New Caledonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
554,"NZL","New Zealand",72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222
558,"NIC","Nicaragua",39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778,39.7777777777778
562,"NER","Niger",9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556,9.55555555555556
