"code","iso","country","WWT.ind.1995","WWT.ind.1996","WWT.ind.1997","WWT.ind.1998","WWT.ind.1999","WWT.ind.2000","WWT.ind.2001","WWT.ind.2002","WWT.ind.2003","WWT.ind.2004","WWT.ind.2005","WWT.ind.2006","WWT.ind.2007","WWT.ind.2008","WWT.ind.2009","WWT.ind.2010","WWT.ind.2011","WWT.ind.2012","WWT.ind.2013","WWT.ind.2014","WWT.ind.2015","WWT.ind.2016","WWT.ind.2017","WWT.ind.2018","WWT.ind.2019","WWT.ind.2020","WWT.ind.2021","WWT.ind.2022"
796,"TCA","Turks and Caicos Islands",15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489,15.6450463233489
798,"TUV","Tuvalu",8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259,8.11837226572259
800,"UGA","Uganda",0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
804,"UKR","Ukraine",14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267
784,"ARE","United Arab Emirates",92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159,92.1159
826,"GBR","United Kingdom",99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
840,"USA","United States of America",58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89
858,"URY","Uruguay",2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15
860,"UZB","Uzbekistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,"VUT","Vanuatu",4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052,4.52396555289052
862,"VEN","Venezuela",6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426
704,"VNM","Viet Nam",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
876,"WLF","Wallis and Futuna Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
732,"ESH","Western Sahara",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
887,"YEM","Yemen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,"ZMB","Zambia",4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
716,"ZWE","Zimbabwe",37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191,37.191
